size,material,print,finish,cut,quantity,price,price_num,timestamp,error
200x200,самоклеючий папір з надсічками,1+0,soft touch,без порізки,50000,632664 ₴,632664,2026-04-14T14:21:32.165109,
200x200,самоклеючий папір з надсічками,4+0,soft touch,плоттер,1,80 ₴,80,2026-04-14T14:21:32.525469,
200x200,самоклеючий папір з надсічками,без друку,без оздоблення,порізка,1,37 ₴,37,2026-04-14T14:21:34.551705,
200x200,самоклеючий папір з надсічками,4+0,ламінація глянцева,плоттер,5,161 ₴,161,2026-04-14T14:21:33.195209,
200x200,самоклеючий папір з надсічками,без друку,без оздоблення,порізка,3,47 ₴,47,2026-04-14T14:21:35.914094,
200x200,самоклеючий папір з надсічками,1+0,без оздоблення,порізка,1,39 ₴,39,2026-04-14T14:21:34.908916,
200x200,самоклеючий папір з надсічками,4+0,soft touch,плоттер,3,130 ₴,130,2026-04-14T14:21:34.905923,
200x200,самоклеючий папір з надсічками,4+0,ламінація глянцева,плоттер,10,232 ₴,232,2026-04-14T14:21:35.914961,
200x200,самоклеючий папір з надсічками,без друку,без оздоблення,порізка,5,58 ₴,58,2026-04-14T14:21:37.271194,
200x200,самоклеючий папір з надсічками,1+0,без оздоблення,без порізки,1,13 ₴,13,2026-04-14T14:21:36.300229,
200x200,самоклеючий папір з надсічками,1+0,без оздоблення,порізка,3,52 ₴,52,2026-04-14T14:21:37.295665,
200x200,самоклеючий папір з надсічками,без друку,без оздоблення,порізка,10,78 ₴,78,2026-04-14T14:21:38.627806,
200x200,самоклеючий папір з надсічками,4+0,ламінація глянцева,плоттер,15,324 ₴,324,2026-04-14T14:21:38.297543,
200x200,самоклеючий папір з надсічками,4+0,soft touch,плоттер,5,180 ₴,180,2026-04-14T14:21:37.949542,
200x200,самоклеючий папір з надсічками,без друку,без оздоблення,порізка,15,110 ₴,110,2026-04-14T14:21:39.993111,
200x200,самоклеючий папір з надсічками,1+0,без оздоблення,без порізки,3,26 ₴,26,2026-04-14T14:21:38.655936,
200x200,самоклеючий папір з надсічками,1+0,без оздоблення,порізка,5,64 ₴,64,2026-04-14T14:21:39.658365,
